377.426;1.028;vale
381.428;0.792;pico
383.429;1.081;vale
385.43;0.822;pico
387.431;0.94;vale
391.433;0.736;pico
393.697;1.056;vale
396.857;0.826;pico
398.858;1.046;vale
398.978;0.818;pico
400.979;1.096;vale
402.98;0.756;pico
404.981;1.222;vale
410.984;0.771;pico
412.603;1.004;vale
414.065;0.924;pico
416.066;1.04;vale
419.734;0.684;pico
423.736;1.114;vale
425.737;0.82;pico
431.741;1.326;vale
439.745;0.675;pico
443.747;0.937;vale
445.748;0.849;pico
447.699;1.094;vale
449.688;1.002;pico
453.41;1.156;vale
455.386;0.978;pico
459.311;1.173;vale
461.308;1.137;pico
465.158;1.478;vale
477.619;0.351;pico
489.188;1.025;vale
495.191;0.894;pico
503.195;1.357;vale
509.196;0.817;pico
513.198;0.878;vale
515.199;0.858;pico
518.441;0.921;vale
525.438;0.782;pico
527.439;0.834;vale
530.017;0.721;pico
537.689;0.914;vale
539.69;0.894;pico
541.624;0.97;vale
549.395;0.727;pico
556.602;1.017;vale
560.604;0.89;pico
562.605;0.985;vale
572.611;0.848;pico
574.612;0.894;vale
578.035;0.831;pico
586.039;0.892;vale
590.041;0.749;pico
591.805;1.338;vale
592.868;0.558;pico
594.537;0.991;vale
597.001;0.811;pico
603.004;1.338;vale
606.481;0.91;pico
611.406;2.426;vale
617.409;2.023;pico
619.41;2.131;vale
623.412;1.666;pico
625.28;2.037;vale
628.988;0.633;pico
630.645;1.066;vale
634.074;0.836;pico
637.43;1.277;vale
645.183;0.592;pico
653.951;0.857;vale
655.107;0.822;pico
656.531;0.838;vale
658.487;0.631;pico
662.823;0.949;vale
668.031;0.874;pico
669.579;0.891;vale
670.858;0.848;pico
672.302;0.874;vale
674.269;0.86;pico
677.557;0.904;vale
680.135;0.872;pico
682.136;0.888;vale
684.137;0.878;pico
688.139;1.112;vale
690.14;0.798;pico
696.278;3.101;vale
700.28;2.872;pico
704.172;4.257;vale
708.103;3.002;pico
711.625;4.095;vale
717.529;0.793;pico
719.53;1.068;vale
721.531;0.675;pico
723.532;0.825;vale
725.533;0.733;pico
729.535;1.004;vale
731.536;0.926;pico
733.537;0.974;vale
737.54;0.855;pico
739.541;1.058;vale
741.542;0.949;pico
747.545;1.145;vale
755.426;0.79;pico
760.672;3.036;vale
761.714;2.232;pico
767.382;3.866;vale
774.228;2.846;pico
776.229;2.863;vale
780.231;0.787;pico
780.511;2.099;vale
786.411;0.49;pico
792.236;0.644;vale
804.919;1.011;pico
805.953;0.996;vale
807.954;1.018;pico
811.956;0.644;vale
817.879;1.041;pico
819.324;0.958;vale
822.182;3.602;pico
832.187;0.579;vale
838.762;1.051;pico
840.763;0.953;vale
842.764;1.069;pico
846.766;0.716;vale
850.768;0.96;pico
854.501;0.518;vale
858.08;2.592;pico
859.027;2.26;vale
864.929;4.134;pico
866.93;3.709;vale
870.91;3.958;pico
878.534;1.312;vale
880.53;1.963;pico
884.38;0.68;vale
887.615;1.029;pico
889.17;0.908;vale
891.171;0.926;pico
895.173;0.714;vale
905.178;4.161;pico
911.181;0.849;vale
915.183;3.162;pico
917.184;0.804;vale
920.946;1.086;pico
922.486;1.037;vale
923.894;1.102;pico
927.563;0.752;vale
930.146;0.941;pico
931.946;0.933;vale
932.377;0.934;pico
934.378;0.917;vale
938.667;1.066;pico
944.67;0.971;vale
948.361;1.089;pico
951.516;0.762;vale
952.916;0.877;pico
954.334;0.866;vale
957.491;0.9;pico
958.475;0.879;vale
959.911;0.914;pico
961.321;0.888;vale
966.995;0.945;pico
968.661;0.863;vale
970.401;0.869;pico
971.692;0.818;vale
972.931;0.941;pico
975.444;0.818;vale
980.159;1.085;pico
982.16;0.903;vale
988.198;0.759;pico
996.202;1.123;vale
999.478;0.705;pico
1012.19;1.399;vale
1014.116;1.323;pico
1015.585;1.525;vale
1022.706;0.611;pico
1024.707;1.149;vale
1026.708;1.04;pico
1028.709;1.086;vale
1032.711;0.735;pico
1044.717;1.2;vale
1048.72;0.971;pico
1058.725;1.208;vale
1062.727;1.032;pico
1064.728;1.092;vale
1066.729;1.087;pico
1068.73;1.105;vale
1074.201;0.611;pico
1083.046;1.489;vale
1091.05;0.974;pico
1093.051;1.153;vale
1099.054;1.111;pico
1101.055;1.128;vale
1102.607;1.095;pico
1107.57;1.626;vale
1110.49;1.157;pico
1113.435;1.265;vale
1118.895;1.145;pico
1122.897;1.378;vale
1124.898;1.309;pico
1130.901;1.4;vale
1133.286;1.277;pico
1135.287;1.419;vale
1137.528;1.011;pico
1147.533;1.251;vale
1151.536;1.154;pico
1157.457;1.255;vale
1159.134;1.216;pico
1162.812;1.286;vale
1168.15;1.099;pico
1172.152;1.126;vale
1180.92;0.902;pico
1184.867;0.983;vale
1188.544;0.866;pico
1196.548;1.014;vale
1198.549;0.949;pico
1202.551;1.017;vale
1204.552;1.002;pico
1208.554;1.234;vale
1210.555;1.206;pico
1216.558;1.531;vale
1220.56;1.272;pico
1222.562;1.288;vale
1230.28;1.03;pico
1233.47;1.054;vale
1239.162;0.931;pico
1246.643;1.051;vale
1254.3;1.257;pico
1256.301;1.137;vale
1262.152;1.343;pico
1264.015;1.219;vale
1265.886;1.229;pico
1275.134;0.929;vale
1279.091;1.02;pico
1280.363;1.013;vale
1289.52;1.288;pico
1297.524;1.113;vale
1301.526;1.151;pico
1303.527;1.149;vale
1305.528;1.175;pico
1307.529;1.174;vale
1315.533;1.432;pico
1319.298;1.186;vale
1320.905;1.214;pico
1328.834;1.079;vale
1330.791;1.111;pico
1332.756;1.102;vale
1342.13;1.152;pico
1347.009;0.893;vale
1349.01;0.908;pico
1353.012;0.668;vale
1357.014;0.92;pico
1361.016;0.906;vale
1363.017;0.94;pico
1365.018;0.882;vale
1367.259;1.008;pico
1369.065;0.86;vale
1370.546;0.897;pico
1372.547;0.889;vale
1374.505;0.902;pico
1376.293;0.875;vale
1378.08;0.931;pico
1379.993;0.846;vale
1381.956;1.321;pico
1383.948;0.903;vale
1386.663;1.387;pico
1390.665;0.917;vale
1392.232;1.13;pico
1395.933;1.014;vale
1401.416;1.248;pico
1401.607;1.269;vale
1411.612;0.969;pico
1413.613;0.972;vale
1415.614;0.956;pico
1420.497;1.335;vale
1428.451;0.948;pico
1435.563;1.298;vale
1439.562;1.209;pico
1441.527;1.222;vale
1445.403;1.129;pico
1447.388;1.15;vale
1451.625;0.911;pico
1455.617;1.001;vale
1459.562;0.858;pico
1465.772;1.263;vale
1467.69;1.243;pico
1469.679;1.296;vale
1479.503;0.948;pico
1485.506;1.098;vale
1487.507;1.007;pico
1495.335;1.823;vale
1497.3;1.46;pico
1499.244;1.649;vale
1504.281;0.994;pico
1508.278;1.114;vale
1512.242;0.674;pico
1522.195;1.605;vale
1531.652;1.141;pico
1534.623;1.561;vale
1540.515;1.048;pico
1542.623;1.416;vale
1548.592;1.171;pico
1550.589;1.206;vale
1552.589;1.2;pico
1556.382;1.271;vale
1561.322;1.047;pico
1567.246;1.323;vale
1569.236;1.304;pico
1574.546;1.738;vale
1582.058;1.503;pico
1586.661;4.245;vale
1588.662;1.747;pico
1590.65;4.317;vale
1591.197;3.837;pico
1593.198;4.219;vale
1595.179;3.747;pico
1597.178;3.971;vale
1599.134;0.96;pico
1600.954;3.472;vale
1602.941;3.078;pico
1604.894;3.424;vale
1606.732;2.775;pico
1608.719;3.242;vale
1610.694;0.524;pico
1611.439;2.955;vale
1613.44;2.391;pico
1615.422;3.309;vale
1617.364;2.377;pico
1619.34;3.115;vale
1628.396;0.371;pico
1636.239;1.46;vale
1638.239;1.19;pico
1640.229;1.238;vale
1645.522;0.84;pico
1647.333;0.865;vale
1649.075;0.82;pico
1653.06;1.429;vale
1655.035;1.155;pico
1658.909;1.746;vale
1660.908;1.46;pico
1666.754;2.858;vale
1668.622;0.957;pico
1670.521;1.273;vale
1674.444;0.628;pico
1680.317;1.174;vale
1684.222;0.866;pico
1686.201;0.91;vale
1688.136;0.713;pico
1694.573;1.217;vale
1700.284;0.824;pico
1701.928;0.854;vale
1704.556;0.672;pico
1711.604;3.619;vale
1713.605;3.303;pico
1715.606;3.611;vale
1723.42;0.794;pico
1729.268;2.752;vale
1732.423;1.728;pico
1736.342;3.18;vale
1739.848;1.206;pico
1740.419;1.635;vale
1742.42;1.031;pico
1744.409;1.342;vale
1749.883;0.723;pico
1751.884;0.846;vale
1755.826;0.528;pico
1760.146;1.256;vale
1767.98;0.452;pico
1771.922;0.859;vale
1773.952;-0.538;pico
1777.821;0.461;vale
1779.696;0.105;pico
1785.336;2.884;vale
1788.251;0.593;pico
1790.152;1.031;vale
1791.763;0.591;pico
1793.639;1.168;vale
1795.545;0.99;pico
1799.419;1.264;vale
1801.258;0.627;pico
1803.85;3.088;vale
1805.827;0.468;pico
1807.776;1.82;vale
1809.722;0.743;pico
1811.612;0.747;vale
1813.503;0.686;pico
1818.984;1.493;vale
1820.985;0.985;pico
1822.986;1.288;vale
1824.92;1.0;pico
1828.89;1.642;vale
1830.872;1.01;pico
1833.179;3.658;vale
1835.182;2.931;pico
1837.104;3.23;vale
1839.094;2.4;pico
1841.094;2.892;vale
1844.876;2.514;pico
1848.709;2.892;vale
1854.686;0.716;pico
1856.666;1.137;vale
1858.666;0.886;pico
1862.182;3.781;vale
1868.135;0.965;pico
1870.127;1.623;vale
1872.127;0.539;pico
1877.42;3.94;vale
1879.421;3.68;pico
1881.422;4.07;vale
1893.504;0.183;pico
1894.63;1.047;vale
1896.631;0.758;pico
1900.502;2.723;vale
1902.465;1.348;pico
1904.311;2.316;vale
1906.31;2.048;pico
1910.036;4.882;vale
1913.009;-0.285;pico
1917.011;1.73;vale
1919.012;0.87;pico
1921.129;2.816;vale
1923.13;2.565;pico
1927.056;3.885;vale
1938.549;0.204;pico
1939.978;0.358;vale
1947.293;0.02;pico
1953.296;2.412;vale
1957.296;0.917;pico
1959.296;1.988;vale
1961.907;0.959;pico
1963.984;4.326;vale
1967.984;1.573;pico
1971.791;4.48;vale
1972.599;3.654;pico
1976.6;4.238;vale
1978.59;3.302;pico
1980.415;3.709;vale
1982.236;3.477;pico
1984.238;4.101;vale
1988.24;1.945;pico
1990.241;2.177;vale
1992.242;0.813;pico
1996.244;4.545;vale
2004.248;1.844;pico
2006.249;2.162;vale
2014.255;1.054;pico
2018.257;1.767;vale
2020.258;1.478;pico
2022.259;2.302;vale
2026.261;1.718;pico
2028.051;1.998;vale
2028.536;1.723;pico
2032.49;3.576;vale
2035.063;0.768;pico
2039.065;2.993;vale
2041.066;0.792;pico
2043.067;1.139;vale
2045.068;0.895;pico
2048.761;1.865;vale
2052.763;1.008;pico
2056.765;5.254;vale
2058.766;2.882;pico
2060.767;5.471;vale
2062.554;5.107;pico
2063.924;5.392;vale
2065.408;4.544;pico
2066.388;4.82;vale
2068.172;1.97;pico
2070.9;3.537;vale
2074.902;3.048;pico
2076.837;3.325;vale
2081.866;1.714;pico
2083.865;2.133;vale
2085.752;1.91;pico
2087.005;2.153;vale
2091.278;1.293;pico
2093.279;3.424;vale
2103.684;0.14;pico
2111.688;2.669;vale
2113.16;1.36;pico
2116.839;2.665;vale
2118.237;0.776;pico
2121.43;2.11;vale
2125.341;1.301;pico
2127.259;2.945;vale
2130.385;1.058;pico
2132.386;1.428;vale
2134.387;0.771;pico
2138.233;3.098;vale
2140.174;1.804;pico
2142.128;5.063;vale
2143.416;4.804;pico
2145.417;5.26;vale
2149.071;1.639;pico
2151.072;3.805;vale
2153.072;3.525;pico
2155.054;3.813;vale
2156.913;3.4;pico
2158.912;3.644;vale
2160.4;3.279;pico
2162.182;3.517;vale
2162.674;3.267;pico
2164.675;3.548;vale
2166.911;0.518;pico
2169.907;2.177;vale
2174.217;0.14;pico
2178.862;3.66;vale
2181.184;1.099;pico
2183.185;1.432;vale
2184.011;0.531;pico
2187.666;4.891;vale
2189.562;0.414;pico
2195.052;2.617;vale
2200.21;0.328;pico
2205.934;2.874;vale
2207.856;2.188;pico
2208.578;2.544;vale
2212.58;1.574;pico
2214.581;1.87;vale
2220.584;0.881;pico
2222.547;0.927;vale
2224.548;0.746;pico
2228.552;1.755;vale
2230.553;1.748;pico
2232.554;1.891;vale
2234.555;0.556;pico
2236.556;2.863;vale
2240.558;1.341;pico
2244.56;3.985;vale
2246.561;0.419;pico
2248.562;0.903;vale
2250.564;0.659;pico
2258.568;2.492;vale
2260.569;1.088;pico
2264.073;3.365;vale
2265.604;1.882;pico
2267.605;3.206;vale
2269.606;1.906;pico
2271.607;4.354;vale
2273.608;0.259;pico
2275.405;0.556;vale
2277.401;0.322;pico
2281.391;2.719;vale
2285.901;-0.103;pico
2293.879;3.845;vale
2299.464;-0.157;pico
2301.401;0.193;vale
2302.728;-0.109;pico
2308.667;3.752;vale
2318.519;0.639;pico
2324.451;1.744;vale
2326.407;1.161;pico
2330.378;2.982;vale
2334.161;1.678;pico
2338.012;4.618;vale
2339.856;2.029;pico
2341.416;2.266;vale
2344.57;0.925;pico
2345.956;1.921;vale
2347.871;1.269;pico
2349.872;2.023;vale
2354.601;1.55;pico
2356.421;2.163;vale
2358.536;0.737;pico
2368.178;4.486;vale
2371.893;1.011;pico
2375.145;5.415;vale
2377.371;1.389;pico
2380.785;2.823;vale
2380.931;1.927;pico
2382.932;2.243;vale
2383.771;1.38;pico
2385.14;2.901;vale
2386.989;1.387;pico
2391.58;4.48;vale
2395.582;1.341;pico
2397.583;3.49;vale
2399.453;1.444;pico
2401.375;1.872;vale
2403.287;1.477;pico
2407.115;3.749;vale
2414.677;0.483;pico
2418.129;2.144;vale
2423.548;0.501;pico
2429.551;2.429;vale
2433.553;1.735;pico
2437.555;3.136;vale
2443.558;0.512;pico
2447.56;3.541;vale
2451.029;1.185;pico
2451.995;4.512;vale
2455.908;0.854;pico
2459.91;3.723;vale
2466.798;0.921;pico
2470.614;1.779;vale
2472.561;1.548;pico
2474.555;1.978;vale
2476.423;1.053;pico
2480.194;4.187;vale
2484.18;0.899;pico
2488.053;4.557;vale
2491.989;1.582;pico
2495.989;3.349;vale
2497.989;0.889;pico
2499.914;1.219;vale
2501.858;0.987;pico
2505.618;3.525;vale
2507.617;0.927;pico
2509.52;5.222;vale
2511.515;4.862;pico
2513.478;5.226;vale
2515.473;1.709;pico
2517.392;4.671;vale
2519.348;4.384;pico
2521.31;4.614;vale
2525.068;2.442;pico
2526.893;2.83;vale
2530.123;1.006;pico
2532.051;1.241;vale
2534.045;0.944;pico
2537.954;1.664;vale
2544.135;1.176;pico
2551.902;1.584;vale
2553.903;1.452;pico
2557.904;4.15;vale
2559.86;1.597;pico
2561.855;2.339;vale
2563.808;1.099;pico
2565.512;2.307;vale
2570.874;-0.199;pico
2574.62;3.336;vale
2578.579;0.735;pico
2580.575;1.197;vale
2582.557;0.974;pico
2586.353;1.503;vale
2589.802;1.084;pico
2595.239;1.344;vale
2596.968;1.106;pico
2603.559;1.381;vale
2606.058;1.157;pico
2609.864;1.38;vale
2615.868;1.255;pico
2623.872;3.847;vale
2627.874;1.145;pico
2631.876;3.862;vale
2633.877;2.231;pico
2635.878;2.472;vale
2637.879;1.779;pico
2639.88;2.299;vale
2643.882;1.056;pico
2645.883;1.423;vale
2647.884;0.906;pico
2649.885;1.466;vale
2653.718;0.706;pico
2657.58;1.006;vale
2659.567;0.854;pico
2663.541;1.627;vale
2663.655;1.074;pico
2665.656;1.3;vale
2667.657;0.978;pico
2669.658;1.207;vale
2675.459;0.743;pico
2679.368;1.416;vale
2687.372;0.623;pico
2694.889;3.275;vale
2696.836;1.709;pico
2699.021;3.224;vale
2704.262;1.263;pico
2706.263;1.796;vale
2710.265;0.502;pico
2720.014;1.143;vale
2723.886;0.908;pico
2726.848;1.245;vale
2728.849;1.199;pico
2730.85;1.261;vale
2738.806;0.765;pico
2742.601;1.019;vale
2742.855;0.971;pico
2748.738;1.601;vale
2750.65;1.056;pico
2758.851;3.4;vale
2760.85;2.291;pico
2765.332;5.322;vale
2767.333;4.879;pico
2769.335;5.106;vale
2771.336;4.722;pico
2772.065;5.132;vale
2774.066;4.365;pico
2776.065;5.001;vale
2778.009;4.343;pico
2780.003;4.692;vale
2783.521;0.979;pico
2786.784;4.673;vale
2788.785;4.344;pico
2790.705;4.834;vale
2792.692;4.596;pico
2794.674;4.832;vale
2796.618;4.296;pico
2798.558;4.558;vale
2799.53;4.105;pico
2801.531;4.73;vale
2803.473;4.046;pico
2805.446;4.672;vale
2807.446;4.133;pico
2809.422;4.358;vale
2811.37;3.152;pico
2813.179;4.423;vale
2815.166;3.897;pico
2816.844;4.16;vale
2818.135;3.85;pico
2819.709;4.488;vale
2821.316;3.852;pico
2823.317;4.154;vale
2824.639;3.781;pico
2826.329;4.19;vale
2828.33;1.559;pico
2830.331;3.954;vale
2832.332;3.512;pico
2834.333;3.749;vale
2836.334;3.266;pico
2838.335;3.516;vale
2840.336;3.198;pico
2842.294;3.498;vale
2844.288;3.017;pico
2846.137;3.328;vale
2850.533;0.656;pico
2856.496;1.031;vale
2858.397;0.972;pico
2861.2;1.16;vale
2865.193;0.768;pico
2867.17;0.89;vale
2869.164;0.851;pico
2874.853;0.946;vale
2876.854;0.903;pico
2886.621;4.055;vale
2888.572;3.74;pico
2889.75;4.039;vale
2891.751;3.745;pico
2893.752;4.024;vale
2895.715;3.047;pico
2897.713;3.839;vale
2902.622;0.578;pico
2904.575;0.616;vale
2910.474;0.238;pico
2914.524;1.186;vale
2916.524;1.076;pico
2918.447;1.125;vale
2922.34;0.305;pico
2928.157;0.874;vale
2928.291;0.861;pico
2930.292;0.948;vale
2934.218;0.91;pico
2938.086;1.036;vale
2940.047;0.7;pico
2944.393;1.063;vale
2952.373;0.531;pico
2954.372;0.842;vale
2956.345;0.811;pico
2963.79;0.889;vale
2965.744;0.822;pico
2975.025;1.163;vale
2977.026;0.922;pico
2979.003;1.75;vale
2980.983;1.194;pico
2984.14;2.078;vale
2990.036;0.967;pico
2991.958;1.155;vale
2995.891;0.452;pico
2998.609;0.969;vale
3000.61;0.6;pico
3002.609;0.854;vale
3004.591;0.828;pico
3011.427;1.502;vale
3014.617;1.182;pico
3018.567;1.713;vale
3022.564;1.186;pico
3026.72;4.824;vale
3028.681;4.6;pico
3030.67;5.019;vale
3032.638;4.747;pico
3034.558;5.074;vale
3036.412;4.555;pico
3038.239;4.792;vale
3040.217;4.066;pico
3042.168;5.584;vale
3044.169;5.347;pico
3046.17;5.69;vale
3048.171;5.316;pico
3050.172;5.66;vale
3051.821;5.209;pico
3053.055;5.642;vale
3055.056;5.287;pico
3057.057;5.547;vale
3058.195;4.025;pico
3059.251;4.303;vale
3061.081;3.344;pico
3062.942;5.217;vale
3064.938;4.695;pico
3065.494;4.96;vale
3067.495;0.826;pico
3071.497;4.167;vale
3073.281;3.716;pico
3075.275;4.079;vale
3077.274;3.395;pico
3079.199;3.785;vale
3080.374;3.047;pico
3082.375;3.414;vale
3084.342;2.984;pico
3086.196;3.268;vale
3087.713;2.856;pico
3089.714;3.102;vale
3093.702;1.026;pico
3095.672;1.45;vale
3097.64;0.525;pico
3100.091;0.813;vale
3102.092;0.616;pico
3108.048;1.13;vale
3110.027;0.897;pico
3114.025;0.922;vale
3119.563;0.562;pico
3127.517;1.011;vale
3129.518;0.938;pico
3133.521;1.04;vale
3141.525;0.765;pico
3143.526;0.948;vale
3147.528;0.842;pico
3151.317;1.077;vale
3157.865;0.536;pico
3159.866;0.701;vale
3163.868;0.453;pico
3169.871;0.847;vale
3171.872;0.82;pico
3175.874;1.122;vale
3177.875;1.081;pico
3179.52;1.179;vale
3181.199;1.156;pico
3183.195;1.255;vale
3188.531;0.826;pico
3194.512;1.105;vale
3198.376;0.725;pico
3200.29;0.86;vale
3202.215;0.76;pico
3204.517;1.149;vale
3208.011;0.836;pico
3213.402;1.354;vale
3215.032;1.192;pico
3218.873;1.277;vale
3222.554;0.787;pico
3226.319;1.257;vale
3228.033;0.913;pico
3235.609;4.886;vale
3237.593;4.606;pico
3239.241;4.874;vale
3240.784;4.502;pico
3241.493;4.929;vale
3242.977;4.365;pico
3244.978;4.796;vale
3246.979;4.48;pico
3247.048;4.815;vale
3249.049;4.303;pico
3250.943;4.736;vale
3252.692;4.389;pico
3254.691;4.763;vale
3256.355;4.116;pico
3257.91;4.407;vale
3259.91;4.139;pico
3261.776;4.577;vale
3263.613;4.076;pico
3265.441;4.37;vale
3267.249;4.05;pico
3269.18;4.399;vale
3271.016;3.807;pico
3273.011;4.259;vale
3274.644;3.517;pico
3276.229;3.9;vale
3277.867;3.642;pico
3279.576;4.05;vale
3281.316;3.721;pico
3283.236;3.957;vale
3285.059;0.733;pico
3288.363;3.046;vale
3289.847;2.454;pico
3291.309;2.889;vale
3292.737;2.237;pico
3294.211;2.668;vale
3295.6;2.299;pico
3297.126;2.585;vale
3298.645;2.162;pico
3300.212;2.495;vale
3301.722;1.684;pico
3303.035;2.006;vale
3304.696;1.388;pico
3308.197;2.209;vale
3309.825;1.694;pico
3311.736;2.106;vale
3313.445;1.482;pico
3315.363;1.995;vale
3317.174;0.987;pico
3320.872;1.946;vale
3322.8;1.391;pico
3324.546;1.675;vale
3328.129;0.137;pico
3335.441;1.265;vale
3337.198;0.999;pico
3338.969;1.661;vale
3350.459;1.178;pico
3358.155;0.594;vale
3367.858;1.101;pico
3369.845;0.9;vale
3373.308;1.212;pico
3382.511;0.81;vale
3384.381;0.866;pico
3386.199;0.779;vale
3389.983;1.08;pico
3391.96;0.912;vale
3393.814;0.943;pico
3397.351;0.793;vale
3398.972;1.11;pico
3400.679;1.045;vale
3406.188;4.015;pico
3413.62;1.669;vale
3415.525;3.716;pico
3417.361;3.158;vale
3419.311;3.431;pico
3428.851;0.568;vale
3434.797;1.054;pico
3436.693;0.77;vale
3446.426;1.185;pico
3451.837;0.79;vale
3457.337;1.232;pico
3458.878;1.105;vale
3460.745;1.362;pico
3463.508;1.0;vale
3470.947;1.499;pico
3474.949;1.098;vale
3476.95;1.131;pico
3478.951;1.095;vale
3488.956;1.589;pico
3490.957;1.47;vale
3496.96;1.856;pico
3498.961;1.168;vale
3500.962;1.305;pico
3506.965;1.108;vale
3508.966;1.389;pico
3510.967;1.298;vale
3514.969;2.858;pico
3516.97;1.796;vale
3520.972;2.672;pico
3524.974;1.547;vale
3528.976;2.565;pico
3533.343;0.19;vale
3539.686;1.26;pico
3547.691;0.818;vale
3549.692;1.643;pico
3551.941;0.2;vale
3555.944;1.018;pico
3561.947;0.695;vale
3565.949;1.904;pico
3571.952;0.636;vale
3573.953;0.899;pico
3576.379;0.584;vale
3580.623;0.957;pico
3589.199;0.609;vale
3593.201;1.363;pico
3601.205;-0.02;vale
3609.209;2.267;pico
3611.21;1.709;vale
3613.211;2.335;pico
3620.605;0.424;vale
3622.293;0.784;pico
3625.404;0.418;vale
3627.937;1.436;pico
3631.45;0.366;vale
3639.454;4.172;pico
3643.456;1.1;vale
3647.458;4.341;pico
3649.459;1.206;vale
3653.461;3.728;pico
3657.033;2.418;vale
3658.967;3.588;pico
3660.93;2.318;vale
3662.689;3.75;pico
3664.664;1.101;vale
3666.207;3.677;pico
3669.912;0.751;vale
3671.331;0.976;pico
3673.15;0.675;vale
3676.869;2.115;pico
3678.45;1.78;vale
3681.913;2.998;pico
3687.268;1.182;vale
3688.54;1.199;pico
3689.805;1.085;vale
3693.242;4.391;pico
3697.318;0.746;vale
3699.319;0.985;pico
3703.321;0.442;vale
3707.323;1.527;pico
3709.324;-0.042;vale
3717.328;2.121;pico
3721.152;1.367;vale
3725.013;1.933;pico
3726.97;1.652;vale
3729.77;2.587;pico
3735.524;0.725;vale
3739.07;1.132;pico
3740.44;0.972;vale
3744.076;3.588;pico
3747.487;0.714;vale
3749.488;1.614;pico
3751.432;1.035;vale
3753.433;5.229;pico
3756.367;1.043;vale
3760.369;4.276;pico
3765.762;0.044;vale
3772.951;5.213;pico
3776.809;2.287;vale
3780.549;3.017;pico
3782.55;0.623;vale
3784.551;1.516;pico
3786.552;1.258;vale
3788.397;1.525;pico
3792.239;0.303;vale
3796.135;2.277;pico
3799.878;0.374;vale
3809.171;2.734;pico
3814.29;1.248;vale
3818.262;3.777;pico
3820.263;2.168;vale
3822.264;3.516;pico
3824.265;2.086;vale
3826.266;2.805;pico
3828.267;1.058;vale
3832.269;4.032;pico
3836.271;1.461;vale
3838.272;2.48;pico
3844.276;1.243;vale
3848.278;5.239;pico
3852.28;0.652;vale
3856.282;1.222;pico
3858.283;1.019;vale
3860.284;1.606;pico
3868.288;0.314;vale
3872.29;1.032;pico
3874.291;0.594;vale
3878.293;1.82;pico
3882.295;0.176;vale
3888.298;3.978;pico
3890.299;1.269;vale
3892.3;2.378;pico
3894.301;1.077;vale
3896.302;1.414;pico
3898.303;0.692;vale
3904.306;5.173;pico
3906.307;1.014;vale
3908.308;4.584;pico
3910.309;4.362;vale
3912.31;4.657;pico
3914.311;4.306;vale
3916.312;4.571;pico
3918.313;4.258;vale
3920.314;4.479;pico
3922.315;4.201;vale
3924.316;4.523;pico
3926.317;4.242;vale
3928.318;4.468;pico
3930.32;1.757;vale
3934.322;3.249;pico
3938.324;1.439;vale
3940.325;2.111;pico
3944.327;1.308;vale
